"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
47,047,Fayette County,32820,TN,"$417,000","$533,850","$645,300","$801,950"
47,049,Fentress County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,051,Franklin County,46100,TN,"$417,000","$533,850","$645,300","$801,950"
47,053,Gibson County,26480,TN,"$417,000","$533,850","$645,300","$801,950"
47,055,Giles County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,057,Grainger County,34100,TN,"$417,000","$533,850","$645,300","$801,950"
47,059,Greene County,24620,TN,"$417,000","$533,850","$645,300","$801,950"
47,061,Grundy County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,063,Hamblen County,34100,TN,"$417,000","$533,850","$645,300","$801,950"
47,065,Hamilton County,16860,TN,"$417,000","$533,850","$645,300","$801,950"
47,067,Hancock County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,069,Hardeman County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,071,Hardin County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,073,Hawkins County,28700,TN,"$417,000","$533,850","$645,300","$801,950"
47,075,Haywood County,15140,TN,"$417,000","$533,850","$645,300","$801,950"
47,077,Henderson County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,079,Henry County,37540,TN,"$417,000","$533,850","$645,300","$801,950"
47,081,Hickman County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,083,Houston County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,085,Humphreys County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,087,Jackson County,18260,TN,"$417,000","$533,850","$645,300","$801,950"
47,089,Jefferson County,34100,TN,"$417,000","$533,850","$645,300","$801,950"
47,091,Johnson County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,093,Knox County,28940,TN,"$417,000","$533,850","$645,300","$801,950"
47,095,Lake County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,097,Lauderdale County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,099,Lawrence County,29980,TN,"$417,000","$533,850","$645,300","$801,950"
47,101,Lewis County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,103,Lincoln County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,105,Loudon County,28940,TN,"$417,000","$533,850","$645,300","$801,950"
47,107,McMinn County,11940,TN,"$417,000","$533,850","$645,300","$801,950"
47,109,McNairy County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,111,Macon County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,113,Madison County,27180,TN,"$417,000","$533,850","$645,300","$801,950"
47,115,Marion County,16860,TN,"$417,000","$533,850","$645,300","$801,950"
47,117,Marshall County,30280,TN,"$417,000","$533,850","$645,300","$801,950"
47,119,Maury County,17940,TN,"$417,000","$533,850","$645,300","$801,950"
47,121,Meigs County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,123,Monroe County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,125,Montgomery County,17300,TN,"$417,000","$533,850","$645,300","$801,950"
47,127,Moore County,46100,TN,"$417,000","$533,850","$645,300","$801,950"
47,129,Morgan County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,131,Obion County,46460,TN,"$417,000","$533,850","$645,300","$801,950"
47,133,Overton County,18260,TN,"$417,000","$533,850","$645,300","$801,950"
47,135,Perry County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,137,Pickett County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,139,Polk County,17420,TN,"$417,000","$533,850","$645,300","$801,950"
47,141,Putnam County,18260,TN,"$417,000","$533,850","$645,300","$801,950"
47,143,Rhea County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,145,Roane County,25340,TN,"$417,000","$533,850","$645,300","$801,950"
47,147,Robertson County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,149,Rutherford County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,151,Scott County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,153,Sequatchie County,16860,TN,"$417,000","$533,850","$645,300","$801,950"
47,155,Sevier County,42940,TN,"$417,000","$533,850","$645,300","$801,950"
47,157,Shelby County,32820,TN,"$417,000","$533,850","$645,300","$801,950"
47,159,Smith County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,161,Stewart County,17300,TN,"$417,000","$533,850","$645,300","$801,950"
47,163,Sullivan County,28700,TN,"$417,000","$533,850","$645,300","$801,950"
47,165,Sumner County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,167,Tipton County,32820,TN,"$417,000","$533,850","$645,300","$801,950"
47,169,Trousdale County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,171,Unicoi County,27740,TN,"$417,000","$533,850","$645,300","$801,950"
47,173,Union County,28940,TN,"$417,000","$533,850","$645,300","$801,950"
47,175,Van Buren County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,177,Warren County,32660,TN,"$417,000","$533,850","$645,300","$801,950"
47,179,Washington County,27740,TN,"$417,000","$533,850","$645,300","$801,950"
47,181,Wayne County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,183,Weakley County,32280,TN,"$417,000","$533,850","$645,300","$801,950"
47,185,White County,99999,TN,"$417,000","$533,850","$645,300","$801,950"
47,187,Williamson County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
47,189,Wilson County,34980,TN,"$432,500","$553,650","$669,250","$831,750"
48,001,Anderson County,37300,TX,"$417,000","$533,850","$645,300","$801,950"
48,003,Andrews County,11380,TX,"$417,000","$533,850","$645,300","$801,950"
48,005,Angelina County,31260,TX,"$417,000","$533,850","$645,300","$801,950"
48,007,Aransas County,18580,TX,"$417,000","$533,850","$645,300","$801,950"
48,009,Archer County,48660,TX,"$417,000","$533,850","$645,300","$801,950"
48,011,Armstrong County,11100,TX,"$417,000","$533,850","$645,300","$801,950"
48,013,Atascosa County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,015,Austin County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,017,Bailey County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,019,Bandera County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,021,Bastrop County,12420,TX,"$417,000","$533,850","$645,300","$801,950"
48,023,Baylor County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,025,Bee County,13300,TX,"$417,000","$533,850","$645,300","$801,950"
48,027,Bell County,28660,TX,"$417,000","$533,850","$645,300","$801,950"
48,029,Bexar County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,031,Blanco County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,033,Borden County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,035,Bosque County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,037,Bowie County,45500,TX,"$417,000","$533,850","$645,300","$801,950"
48,039,Brazoria County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,041,Brazos County,17780,TX,"$417,000","$533,850","$645,300","$801,950"
48,043,Brewster County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,045,Briscoe County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,047,Brooks County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,049,Brown County,15220,TX,"$417,000","$533,850","$645,300","$801,950"
48,051,Burleson County,17780,TX,"$417,000","$533,850","$645,300","$801,950"
48,053,Burnet County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,055,Caldwell County,12420,TX,"$417,000","$533,850","$645,300","$801,950"
48,057,Calhoun County,47020,TX,"$417,000","$533,850","$645,300","$801,950"
48,059,Callahan County,10180,TX,"$417,000","$533,850","$645,300","$801,950"
48,061,Cameron County,15180,TX,"$417,000","$533,850","$645,300","$801,950"
48,063,Camp County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,065,Carson County,11100,TX,"$417,000","$533,850","$645,300","$801,950"
48,067,Cass County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,069,Castro County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,071,Chambers County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,073,Cherokee County,27380,TX,"$417,000","$533,850","$645,300","$801,950"
48,075,Childress County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,077,Clay County,48660,TX,"$417,000","$533,850","$645,300","$801,950"
48,079,Cochran County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,081,Coke County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,083,Coleman County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,085,Collin County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,087,Collingsworth County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,089,Colorado County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,091,Comal County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,093,Comanche County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,095,Concho County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,097,Cooke County,23620,TX,"$417,000","$533,850","$645,300","$801,950"
48,099,Coryell County,28660,TX,"$417,000","$533,850","$645,300","$801,950"
48,101,Cottle County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,103,Crane County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,105,Crockett County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,107,Crosby County,31180,TX,"$417,000","$533,850","$645,300","$801,950"
48,109,Culberson County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,111,Dallam County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,113,Dallas County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,115,Dawson County,29500,TX,"$417,000","$533,850","$645,300","$801,950"
48,117,Deaf Smith County,25820,TX,"$417,000","$533,850","$645,300","$801,950"
48,119,Delta County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,121,Denton County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,123,DeWitt County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,125,Dickens County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,127,Dimmit County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,129,Donley County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,131,Duval County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,133,Eastland County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,135,Ector County,36220,TX,"$417,000","$533,850","$645,300","$801,950"
48,137,Edwards County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,139,Ellis County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,141,El Paso County,21340,TX,"$417,000","$533,850","$645,300","$801,950"
48,143,Erath County,44500,TX,"$417,000","$533,850","$645,300","$801,950"
48,145,Falls County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,147,Fannin County,14300,TX,"$417,000","$533,850","$645,300","$801,950"
48,149,Fayette County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,151,Fisher County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,153,Floyd County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,155,Foard County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,157,Fort Bend County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,159,Franklin County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,161,Freestone County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,163,Frio County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,165,Gaines County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,167,Galveston County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,169,Garza County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,171,Gillespie County,23240,TX,"$417,000","$533,850","$645,300","$801,950"
48,173,Glasscock County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,175,Goliad County,47020,TX,"$417,000","$533,850","$645,300","$801,950"
48,177,Gonzales County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,179,Gray County,37420,TX,"$417,000","$533,850","$645,300","$801,950"
48,181,Grayson County,43300,TX,"$417,000","$533,850","$645,300","$801,950"
48,183,Gregg County,30980,TX,"$417,000","$533,850","$645,300","$801,950"
48,185,Grimes County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,187,Guadalupe County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,189,Hale County,38380,TX,"$417,000","$533,850","$645,300","$801,950"
48,191,Hall County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,193,Hamilton County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,195,Hansford County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,197,Hardeman County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,199,Hardin County,13140,TX,"$417,000","$533,850","$645,300","$801,950"
48,201,Harris County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,203,Harrison County,32220,TX,"$417,000","$533,850","$645,300","$801,950"
48,205,Hartley County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,207,Haskell County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,209,Hays County,12420,TX,"$417,000","$533,850","$645,300","$801,950"
48,211,Hemphill County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,213,Henderson County,11980,TX,"$417,000","$533,850","$645,300","$801,950"
48,215,Hidalgo County,32580,TX,"$417,000","$533,850","$645,300","$801,950"
48,217,Hill County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,219,Hockley County,30220,TX,"$417,000","$533,850","$645,300","$801,950"
48,221,Hood County,24180,TX,"$417,000","$533,850","$645,300","$801,950"
48,223,Hopkins County,44860,TX,"$417,000","$533,850","$645,300","$801,950"
48,225,Houston County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,227,Howard County,13700,TX,"$417,000","$533,850","$645,300","$801,950"
48,229,Hudspeth County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,231,Hunt County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,233,Hutchinson County,14420,TX,"$417,000","$533,850","$645,300","$801,950"
48,235,Irion County,41660,TX,"$417,000","$533,850","$645,300","$801,950"
48,237,Jack County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,239,Jackson County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,241,Jasper County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,243,Jeff Davis County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,245,Jefferson County,13140,TX,"$417,000","$533,850","$645,300","$801,950"
48,247,Jim Hogg County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,249,Jim Wells County,10860,TX,"$417,000","$533,850","$645,300","$801,950"
48,251,Johnson County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,253,Jones County,10180,TX,"$417,000","$533,850","$645,300","$801,950"
48,255,Karnes County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,257,Kaufman County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,259,Kendall County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,261,Kenedy County,28780,TX,"$417,000","$533,850","$645,300","$801,950"
48,263,Kent County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,265,Kerr County,28500,TX,"$417,000","$533,850","$645,300","$801,950"
48,267,Kimble County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,269,King County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,271,Kinney County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,273,Kleberg County,28780,TX,"$417,000","$533,850","$645,300","$801,950"
48,275,Knox County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,277,Lamar County,37580,TX,"$417,000","$533,850","$645,300","$801,950"
48,279,Lamb County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,281,Lampasas County,28660,TX,"$417,000","$533,850","$645,300","$801,950"
48,283,La Salle County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,285,Lavaca County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,287,Lee County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,289,Leon County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,291,Liberty County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,293,Limestone County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,295,Lipscomb County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,297,Live Oak County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,299,Llano County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,301,Loving County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,303,Lubbock County,31180,TX,"$417,000","$533,850","$645,300","$801,950"
48,305,Lynn County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,307,McCulloch County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,309,McLennan County,47380,TX,"$417,000","$533,850","$645,300","$801,950"
48,311,McMullen County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,313,Madison County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,315,Marion County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,317,Martin County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,319,Mason County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,321,Matagorda County,13060,TX,"$417,000","$533,850","$645,300","$801,950"
48,323,Maverick County,20580,TX,"$417,000","$533,850","$645,300","$801,950"
48,325,Medina County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,327,Menard County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,329,Midland County,33260,TX,"$417,000","$533,850","$645,300","$801,950"
48,331,Milam County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,333,Mills County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,335,Mitchell County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,337,Montague County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,339,Montgomery County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,341,Moore County,20300,TX,"$417,000","$533,850","$645,300","$801,950"
48,343,Morris County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,345,Motley County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,347,Nacogdoches County,34860,TX,"$417,000","$533,850","$645,300","$801,950"
48,349,Navarro County,18620,TX,"$417,000","$533,850","$645,300","$801,950"
48,351,Newton County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,353,Nolan County,45020,TX,"$417,000","$533,850","$645,300","$801,950"
48,355,Nueces County,18580,TX,"$417,000","$533,850","$645,300","$801,950"
48,357,Ochiltree County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,359,Oldham County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,361,Orange County,13140,TX,"$417,000","$533,850","$645,300","$801,950"
48,363,Palo Pinto County,33420,TX,"$417,000","$533,850","$645,300","$801,950"
48,365,Panola County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,367,Parker County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,369,Parmer County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,371,Pecos County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,373,Polk County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,375,Potter County,11100,TX,"$417,000","$533,850","$645,300","$801,950"
48,377,Presidio County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,379,Rains County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,381,Randall County,11100,TX,"$417,000","$533,850","$645,300","$801,950"
48,383,Reagan County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,385,Real County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,387,Red River County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,389,Reeves County,37780,TX,"$417,000","$533,850","$645,300","$801,950"
48,391,Refugio County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,393,Roberts County,37420,TX,"$417,000","$533,850","$645,300","$801,950"
48,395,Robertson County,17780,TX,"$417,000","$533,850","$645,300","$801,950"
48,397,Rockwall County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,399,Runnels County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,401,Rusk County,30980,TX,"$417,000","$533,850","$645,300","$801,950"
48,403,Sabine County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,405,San Augustine County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,407,San Jacinto County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,409,San Patricio County,18580,TX,"$417,000","$533,850","$645,300","$801,950"
48,411,San Saba County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,413,Schleicher County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,415,Scurry County,43660,TX,"$417,000","$533,850","$645,300","$801,950"
48,417,Shackelford County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,419,Shelby County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,421,Sherman County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,423,Smith County,46340,TX,"$417,000","$533,850","$645,300","$801,950"
48,425,Somervell County,24180,TX,"$417,000","$533,850","$645,300","$801,950"
48,427,Starr County,40100,TX,"$417,000","$533,850","$645,300","$801,950"
48,429,Stephens County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,431,Sterling County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,433,Stonewall County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,435,Sutton County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,437,Swisher County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,439,Tarrant County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,441,Taylor County,10180,TX,"$417,000","$533,850","$645,300","$801,950"
48,443,Terrell County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,445,Terry County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,447,Throckmorton County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,449,Titus County,34420,TX,"$417,000","$533,850","$645,300","$801,950"
48,451,Tom Green County,41660,TX,"$417,000","$533,850","$645,300","$801,950"
48,453,Travis County,12420,TX,"$417,000","$533,850","$645,300","$801,950"
48,455,Trinity County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,457,Tyler County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,459,Upshur County,30980,TX,"$417,000","$533,850","$645,300","$801,950"
48,461,Upton County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,463,Uvalde County,46620,TX,"$417,000","$533,850","$645,300","$801,950"
48,465,Val Verde County,19620,TX,"$417,000","$533,850","$645,300","$801,950"
48,467,Van Zandt County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,469,Victoria County,47020,TX,"$417,000","$533,850","$645,300","$801,950"
48,471,Walker County,26660,TX,"$417,000","$533,850","$645,300","$801,950"
48,473,Waller County,26420,TX,"$417,000","$533,850","$645,300","$801,950"
48,475,Ward County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,477,Washington County,14780,TX,"$417,000","$533,850","$645,300","$801,950"
48,479,Webb County,29700,TX,"$417,000","$533,850","$645,300","$801,950"
48,481,Wharton County,20900,TX,"$417,000","$533,850","$645,300","$801,950"
48,483,Wheeler County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,485,Wichita County,48660,TX,"$417,000","$533,850","$645,300","$801,950"
48,487,Wilbarger County,46900,TX,"$417,000","$533,850","$645,300","$801,950"
48,489,Willacy County,39700,TX,"$417,000","$533,850","$645,300","$801,950"
48,491,Williamson County,12420,TX,"$417,000","$533,850","$645,300","$801,950"
48,493,Wilson County,41700,TX,"$417,000","$533,850","$645,300","$801,950"
48,495,Winkler County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,497,Wise County,19100,TX,"$417,000","$533,850","$645,300","$801,950"
48,499,Wood County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,501,Yoakum County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,503,Young County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,505,Zapata County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
48,507,Zavala County,99999,TX,"$417,000","$533,850","$645,300","$801,950"
49,001,Beaver County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,003,Box Elder County,14940,UT,"$417,000","$533,850","$645,300","$801,950"
49,005,Cache County,30860,UT,"$417,000","$533,850","$645,300","$801,950"
49,007,Carbon County,39220,UT,"$417,000","$533,850","$645,300","$801,950"
49,009,Daggett County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,011,Davis County,36260,UT,"$417,000","$533,850","$645,300","$801,950"
49,013,Duchesne County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,015,Emery County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,017,Garfield County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,019,Grand County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,021,Iron County,16260,UT,"$417,000","$533,850","$645,300","$801,950"
49,023,Juab County,39340,UT,"$417,000","$533,850","$645,300","$801,950"
49,025,Kane County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,027,Millard County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,029,Morgan County,36260,UT,"$417,000","$533,850","$645,300","$801,950"
49,031,Piute County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,033,Rich County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,035,Salt Lake County,41620,UT,"$729,750","$934,200","$1,129,250","$1,403,400"
49,037,San Juan County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,039,Sanpete County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,041,Sevier County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,043,Summit County,41620,UT,"$729,750","$934,200","$1,129,250","$1,403,400"
49,045,Tooele County,41620,UT,"$729,750","$934,200","$1,129,250","$1,403,400"
49,047,Uintah County,46860,UT,"$417,000","$533,850","$645,300","$801,950"
49,049,Utah County,39340,UT,"$417,000","$533,850","$645,300","$801,950"
49,051,Wasatch County,25720,UT,"$431,250","$552,050","$667,350","$829,350"
49,053,Washington County,41100,UT,"$417,000","$533,850","$645,300","$801,950"
49,055,Wayne County,99999,UT,"$417,000","$533,850","$645,300","$801,950"
49,057,Weber County,36260,UT,"$417,000","$533,850","$645,300","$801,950"
50,001,Addison County,99999,VT,"$417,000","$533,850","$645,300","$801,950"
50,003,Bennington County,13540,VT,"$417,000","$533,850","$645,300","$801,950"
50,005,Caledonia County,99999,VT,"$417,000","$533,850","$645,300","$801,950"
50,007,Chittenden County,15540,VT,"$417,000","$533,850","$645,300","$801,950"
50,009,Essex County,13620,VT,"$417,000","$533,850","$645,300","$801,950"
50,011,Franklin County,15540,VT,"$417,000","$533,850","$645,300","$801,950"
50,013,Grand Isle County,15540,VT,"$417,000","$533,850","$645,300","$801,950"
