State Indexes for Houses not in Metropolitan Statistical Areas,,,,
,,,,
State,Year,Quarter,Index,Standard Error
NH,1997,4,106.98,(1.47)
NH,1998,1,109.96,(1.44)
NH,1998,2,110.60,(1.46)
NH,1998,3,111.92,(1.49)
NH,1998,4,114.26,(1.48)
NH,1999,1,115.70,(1.53)
NH,1999,2,116.99,(1.55)
NH,1999,3,120.82,(1.63)
NH,1999,4,120.15,(1.66)
NH,2000,1,124.82,(1.73)
NH,2000,2,128.52,(1.70)
NH,2000,3,132.61,(1.74)
NH,2000,4,135.43,(1.77)
NH,2001,1,138.33,(1.78)
NH,2001,2,142.51,(1.82)
NH,2001,3,146.71,(1.87)
NH,2001,4,150.23,(1.90)
NH,2002,1,153.51,(1.96)
NH,2002,2,158.83,(2.03)
NH,2002,3,164.75,(2.09)
NH,2002,4,168.09,(2.12)
NH,2003,1,170.40,(2.15)
NH,2003,2,174.30,(2.20)
NH,2003,3,179.53,(2.27)
NH,2003,4,188.80,(2.41)
NH,2004,1,192.22,(2.46)
NH,2004,2,198.64,(2.54)
NH,2004,3,207.47,(2.67)
NH,2004,4,212.18,(2.73)
NH,2005,1,218.80,(2.84)
NH,2005,2,224.42,(2.90)
NH,2005,3,231.50,(2.97)
NH,2005,4,235.73,(3.06)
NH,2006,1,238.99,(3.13)
NH,2006,2,237.83,(3.08)
NH,2006,3,238.83,(3.10)
NH,2006,4,240.60,(3.12)
NH,2007,1,241.39,(3.14)
NH,2007,2,240.85,(3.11)
NH,2007,3,236.30,(3.06)
NH,2007,4,237.73,(3.07)
NH,2008,1,238.45,(3.06)
NH,2008,2,233.17,(3.01)
NH,2008,3,227.00,(2.97)
NH,2008,4,226.18,(2.97)
NH,2009,1,227.76,(2.92)
NH,2009,2,220.68,(2.83)
NH,2009,3,212.76,(2.77)
NH,2009,4,211.96,(2.76)
NH,2010,1,210.47,(2.78)
NH,2010,2,206.47,(2.72)
NH,2010,3,210.52,(2.74)
NH,2010,4,208.40,(2.69)
NH,2011,1,203.69,(2.69)
NH,2011,2,199.86,(2.68)
NH,2011,3,200.65,(2.65)
NH,2011,4,203.43,(2.66)
NH,2012,1,198.76,(2.61)
NH,2012,2,196.68,(2.60)
NH,2012,3,197.92,(2.60)
NH,2012,4,198.45,(2.60)
NH,2013,1,197.60,(2.61)
NH,2013,2,197.10,(2.62)
NH,2013,3,198.49,(2.68)
NH,2013,4,197.52,(2.77)
NH,2014,1,198.26,(2.87)
NH,2014,2,197.78,(2.75)
NH,2014,3,203.80,(2.82)
NH,2014,4,201.48,(2.82)
NH,2015,1,202.66,(2.83)
NH,2015,2,204.56,(2.86)
NH,2015,3,205.83,(2.86)
NH,2015,4,205.84,(2.94)
NH,2016,1,208.51,(3.01)
NH,2016,2,211.33,(2.95)
NH,2016,3,213.64,(2.99)
NH,2016,4,215.67,(3.01)
NH,2017,1,217.05,(3.20)
NH,2017,2,219.31,(3.15)
NH,2017,3,224.14,(3.23)
NH,2017,4,225.21,(3.23)
NH,2018,1,227.61,(3.51)
NH,2018,2,229.97,(3.47)
NH,2018,3,237.16,(3.51)
NH,2018,4,239.57,(3.71)
NH,2019,1,241.07,(4.01)
NM,1995,1,100.00,(0.00)
NM,1995,2,101.28,(1.15)
NM,1995,3,104.59,(1.13)
NM,1995,4,104.23,(1.14)
NM,1996,1,104.04,(1.12)
NM,1996,2,105.90,(1.12)
NM,1996,3,105.40,(1.16)
NM,1996,4,106.19,(1.18)
NM,1997,1,107.35,(1.23)
NM,1997,2,109.25,(1.19)
NM,1997,3,109.01,(1.15)
NM,1997,4,110.42,(1.17)
NM,1998,1,110.10,(1.06)
NM,1998,2,112.93,(1.13)
NM,1998,3,115.06,(1.16)
NM,1998,4,117.22,(1.13)
NM,1999,1,118.65,(1.21)
NM,1999,2,119.15,(1.23)
NM,1999,3,118.61,(1.24)
NM,1999,4,120.23,(1.33)
NM,2000,1,120.18,(1.34)
NM,2000,2,120.41,(1.26)
NM,2000,3,121.93,(1.26)
NM,2000,4,121.12,(1.27)
NM,2001,1,123.96,(1.23)
NM,2001,2,125.26,(1.21)
NM,2001,3,126.35,(1.23)
NM,2001,4,126.59,(1.21)
NM,2002,1,127.41,(1.23)
NM,2002,2,130.12,(1.27)
NM,2002,3,132.23,(1.26)
NM,2002,4,134.28,(1.26)
NM,2003,1,135.88,(1.29)
NM,2003,2,137.29,(1.29)
NM,2003,3,139.54,(1.31)
NM,2003,4,140.59,(1.40)
NM,2004,1,142.41,(1.42)
NM,2004,2,147.30,(1.46)
NM,2004,3,148.84,(1.50)
NM,2004,4,153.08,(1.58)
NM,2005,1,153.86,(1.61)
NM,2005,2,159.37,(1.61)
NM,2005,3,164.83,(1.65)
NM,2005,4,167.79,(1.72)
NM,2006,1,171.71,(1.78)
NM,2006,2,176.05,(1.79)
NM,2006,3,177.56,(1.77)
NM,2006,4,183.11,(1.85)
NM,2007,1,187.06,(1.90)
NM,2007,2,189.19,(1.88)
NM,2007,3,190.14,(1.88)
NM,2007,4,191.82,(1.92)
NM,2008,1,193.38,(1.91)
NM,2008,2,192.97,(1.94)
NM,2008,3,187.89,(1.92)
NM,2008,4,190.37,(2.02)
NM,2009,1,190.84,(1.89)
NM,2009,2,188.88,(1.87)
NM,2009,3,188.32,(1.98)
NM,2009,4,185.12,(1.95)
NM,2010,1,188.03,(2.06)
NM,2010,2,183.89,(2.01)
NM,2010,3,186.19,(1.94)
NM,2010,4,184.73,(1.91)
NM,2011,1,182.27,(1.98)
NM,2011,2,181.05,(2.02)
NM,2011,3,180.15,(1.97)
NM,2011,4,181.58,(1.95)
NM,2012,1,178.71,(1.94)
NM,2012,2,179.27,(1.96)
NM,2012,3,180.83,(1.96)
NM,2012,4,182.18,(1.95)
NM,2013,1,182.93,(1.98)
NM,2013,2,182.23,(2.00)
NM,2013,3,182.76,(1.98)
NM,2013,4,184.45,(2.11)
NM,2014,1,183.70,(2.23)
NM,2014,2,180.91,(2.17)
NM,2014,3,185.24,(2.13)
NM,2014,4,185.38,(2.20)
NM,2015,1,185.72,(2.21)
NM,2015,2,186.17,(2.23)
NM,2015,3,189.51,(2.21)
NM,2015,4,188.67,(2.40)
NM,2016,1,186.98,(2.37)
NM,2016,2,191.77,(2.38)
NM,2016,3,190.41,(2.32)
NM,2016,4,195.71,(2.42)
NM,2017,1,198.19,(2.56)
NM,2017,2,198.63,(2.62)
NM,2017,3,201.32,(2.60)
NM,2017,4,203.06,(2.63)
NM,2018,1,199.73,(2.62)
NM,2018,2,205.79,(2.78)
NM,2018,3,206.47,(2.85)
NM,2018,4,212.15,(3.03)
NM,2019,1,208.34,(3.16)
NV,1995,1,100.00,(0.00)
NV,1995,2,101.68,(1.35)
NV,1995,3,103.84,(1.25)
NV,1995,4,105.98,(1.34)
NV,1996,1,106.12,(1.25)
NV,1996,2,107.06,(1.30)
NV,1996,3,106.86,(1.33)
NV,1996,4,108.23,(1.41)
NV,1997,1,109.57,(1.40)
NV,1997,2,109.98,(1.37)
NV,1997,3,111.23,(1.36)
NV,1997,4,109.90,(1.35)
NV,1998,1,112.84,(1.28)
NV,1998,2,112.92,(1.30)
NV,1998,3,112.55,(1.30)
NV,1998,4,112.93,(1.27)
NV,1999,1,114.37,(1.32)
NV,1999,2,112.34,(1.36)
NV,1999,3,112.49,(1.41)
NV,1999,4,112.47,(1.46)
NV,2000,1,110.93,(1.43)
NV,2000,2,112.31,(1.36)
NV,2000,3,111.53,(1.35)
NV,2000,4,113.64,(1.34)
NV,2001,1,116.87,(1.34)
NV,2001,2,118.01,(1.32)
NV,2001,3,120.09,(1.35)
NV,2001,4,121.66,(1.34)
NV,2002,1,122.98,(1.37)
NV,2002,2,124.14,(1.39)
NV,2002,3,127.20,(1.40)
NV,2002,4,129.47,(1.40)
NV,2003,1,131.60,(1.42)
NV,2003,2,134.20,(1.45)
NV,2003,3,137.44,(1.48)
NV,2003,4,141.51,(1.61)
NV,2004,1,147.34,(1.66)
NV,2004,2,154.98,(1.75)
NV,2004,3,166.64,(1.91)
NV,2004,4,175.91,(2.01)
NV,2005,1,185.11,(2.16)
NV,2005,2,196.30,(2.26)
NV,2005,3,205.97,(2.34)
NV,2005,4,212.89,(2.48)
NV,2006,1,218.28,(2.60)
NV,2006,2,216.20,(2.60)
NV,2006,3,220.31,(2.63)
NV,2006,4,221.48,(2.64)
NV,2007,1,221.12,(2.64)
NV,2007,2,216.71,(2.56)
NV,2007,3,212.22,(2.53)
NV,2007,4,208.47,(2.54)
NV,2008,1,202.94,(2.41)
NV,2008,2,194.13,(2.35)
NV,2008,3,178.17,(2.28)
NV,2008,4,176.11,(2.29)
NV,2009,1,175.68,(2.11)
NV,2009,2,163.67,(1.98)
NV,2009,3,158.76,(2.08)
NV,2009,4,154.33,(2.06)
NV,2010,1,149.68,(2.01)
NV,2010,2,145.09,(2.02)
NV,2010,3,144.86,(1.92)
NV,2010,4,142.16,(1.85)
NV,2011,1,135.47,(1.82)
NV,2011,2,125.63,(1.81)
NV,2011,3,127.81,(1.77)
NV,2011,4,129.81,(1.84)
NV,2012,1,124.63,(1.67)
NV,2012,2,125.39,(1.70)
NV,2012,3,128.18,(1.70)
NV,2012,4,131.28,(1.74)
NV,2013,1,131.46,(1.72)
NV,2013,2,136.35,(1.80)
NV,2013,3,144.15,(1.93)
NV,2013,4,145.79,(2.06)
NV,2014,1,148.15,(2.30)
NV,2014,2,149.55,(2.16)
NV,2014,3,154.02,(2.14)
NV,2014,4,154.53,(2.15)
NV,2015,1,158.12,(2.14)
NV,2015,2,163.03,(2.33)
NV,2015,3,169.03,(2.29)
NV,2015,4,170.97,(2.43)
NV,2016,1,172.13,(2.39)
NV,2016,2,177.28,(2.44)
NV,2016,3,182.06,(2.47)
NV,2016,4,184.96,(2.52)
NV,2017,1,191.29,(2.74)
NV,2017,2,195.38,(2.77)
NV,2017,3,201.02,(2.71)
NV,2017,4,205.17,(2.90)
NV,2018,1,209.11,(3.01)
NV,2018,2,218.48,(3.15)
NV,2018,3,226.02,(3.18)
NV,2018,4,228.49,(3.47)
NV,2019,1,234.45,(3.67)
NY,1995,1,100.00,(0.00)
NY,1995,2,100.90,(1.58)
NY,1995,3,104.14,(1.45)
NY,1995,4,103.25,(1.44)
NY,1996,1,105.78,(1.45)
NY,1996,2,102.37,(1.44)
NY,1996,3,104.20,(1.56)
NY,1996,4,103.85,(1.55)
NY,1997,1,103.76,(1.70)
NY,1997,2,103.85,(1.57)
NY,1997,3,105.86,(1.55)
NY,1997,4,105.40,(1.52)
NY,1998,1,106.75,(1.46)
NY,1998,2,108.15,(1.43)
NY,1998,3,107.72,(1.44)
NY,1998,4,109.59,(1.43)
NY,1999,1,109.66,(1.45)
NY,1999,2,109.11,(1.47)
NY,1999,3,108.81,(1.49)
NY,1999,4,109.40,(1.55)
NY,2000,1,108.24,(1.57)
NY,2000,2,109.89,(1.49)
NY,2000,3,111.91,(1.48)
NY,2000,4,112.94,(1.50)
NY,2001,1,115.29,(1.53)
NY,2001,2,117.28,(1.49)
NY,2001,3,118.00,(1.49)
NY,2001,4,119.37,(1.50)
NY,2002,1,120.14,(1.51)
NY,2002,2,122.26,(1.55)
NY,2002,3,123.32,(1.56)
NY,2002,4,126.89,(1.58)
NY,2003,1,128.34,(1.60)
NY,2003,2,130.14,(1.62)
NY,2003,3,132.54,(1.64)
NY,2003,4,135.98,(1.73)
NY,2004,1,137.82,(1.78)
NY,2004,2,140.80,(1.80)
NY,2004,3,145.41,(1.89)
NY,2004,4,150.46,(1.95)
NY,2005,1,151.40,(2.02)
NY,2005,2,157.07,(2.05)
NY,2005,3,163.20,(2.11)
NY,2005,4,165.61,(2.16)
NY,2006,1,168.86,(2.24)
NY,2006,2,171.45,(2.24)
NY,2006,3,170.10,(2.20)
NY,2006,4,174.32,(2.25)
NY,2007,1,177.35,(2.32)
NY,2007,2,176.14,(2.26)
NY,2007,3,177.48,(2.27)
NY,2007,4,179.30,(2.30)
NY,2008,1,182.19,(2.33)
NY,2008,2,180.07,(2.32)
NY,2008,3,177.83,(2.32)
NY,2008,4,178.19,(2.37)
NY,2009,1,178.78,(2.27)
NY,2009,2,178.18,(2.26)
NY,2009,3,174.71,(2.28)
NY,2009,4,174.28,(2.28)
NY,2010,1,171.81,(2.30)
NY,2010,2,169.71,(2.27)
NY,2010,3,175.07,(2.31)
NY,2010,4,175.15,(2.27)
NY,2011,1,169.86,(2.27)
NY,2011,2,170.16,(2.32)
NY,2011,3,169.81,(2.32)
NY,2011,4,173.18,(2.30)
NY,2012,1,170.02,(2.30)
NY,2012,2,169.08,(2.29)
NY,2012,3,168.85,(2.25)
NY,2012,4,169.68,(2.25)
NY,2013,1,169.69,(2.25)
NY,2013,2,167.44,(2.26)
NY,2013,3,169.45,(2.32)
NY,2013,4,168.43,(2.36)
NY,2014,1,169.43,(2.59)
NY,2014,2,169.15,(2.46)
NY,2014,3,168.50,(2.44)
NY,2014,4,170.74,(2.50)
NY,2015,1,171.19,(2.57)
NY,2015,2,173.63,(2.59)
NY,2015,3,173.52,(2.59)
NY,2015,4,171.61,(2.59)
NY,2016,1,174.08,(2.81)
NY,2016,2,173.25,(2.64)
NY,2016,3,177.88,(2.65)
NY,2016,4,176.78,(2.61)
NY,2017,1,175.99,(2.81)
NY,2017,2,176.31,(2.81)
NY,2017,3,180.94,(2.83)
NY,2017,4,183.49,(2.82)
NY,2018,1,179.68,(3.03)
NY,2018,2,188.61,(3.19)
NY,2018,3,191.51,(3.17)
NY,2018,4,189.76,(3.12)
NY,2019,1,192.81,(3.61)
OH,1995,1,100.00,(0.00)
OH,1995,2,102.90,(0.40)
OH,1995,3,105.25,(0.40)
OH,1995,4,107.21,(0.42)
OH,1996,1,108.43,(0.40)
OH,1996,2,110.28,(0.42)
OH,1996,3,111.67,(0.44)
OH,1996,4,113.02,(0.45)
OH,1997,1,114.71,(0.47)
OH,1997,2,115.45,(0.44)
OH,1997,3,117.53,(0.44)
OH,1997,4,119.76,(0.45)
OH,1998,1,121.11,(0.43)
OH,1998,2,122.49,(0.44)
OH,1998,3,124.32,(0.45)
OH,1998,4,125.64,(0.44)
OH,1999,1,127.45,(0.47)
OH,1999,2,128.22,(0.48)
OH,1999,3,127.89,(0.51)
OH,1999,4,129.19,(0.52)
OH,2000,1,130.10,(0.53)
OH,2000,2,131.94,(0.50)
OH,2000,3,133.52,(0.50)
OH,2000,4,135.21,(0.50)
OH,2001,1,137.98,(0.49)
OH,2001,2,139.68,(0.48)
OH,2001,3,140.76,(0.49)
OH,2001,4,142.10,(0.48)
OH,2002,1,143.52,(0.50)
OH,2002,2,144.26,(0.51)
OH,2002,3,145.64,(0.50)
OH,2002,4,146.65,(0.50)
OH,2003,1,147.56,(0.51)
OH,2003,2,148.85,(0.51)
OH,2003,3,150.26,(0.52)
OH,2003,4,152.45,(0.56)
OH,2004,1,153.02,(0.56)
OH,2004,2,153.57,(0.56)
OH,2004,3,155.03,(0.59)
OH,2004,4,156.48,(0.60)
OH,2005,1,158.71,(0.62)
OH,2005,2,158.80,(0.61)
OH,2005,3,161.39,(0.62)
OH,2005,4,162.21,(0.64)
OH,2006,1,162.47,(0.65)
OH,2006,2,161.28,(0.63)
OH,2006,3,161.58,(0.63)
OH,2006,4,162.04,(0.63)
OH,2007,1,162.32,(0.64)
OH,2007,2,161.26,(0.62)
OH,2007,3,160.69,(0.62)
OH,2007,4,161.21,(0.63)
OH,2008,1,162.60,(0.61)
OH,2008,2,160.67,(0.62)
OH,2008,3,157.60,(0.64)
OH,2008,4,158.74,(0.66)
OH,2009,1,161.32,(0.58)
OH,2009,2,158.27,(0.58)
OH,2009,3,155.29,(0.62)
OH,2009,4,155.15,(0.61)
OH,2010,1,153.00,(0.63)
OH,2010,2,151.13,(0.61)
OH,2010,3,154.28,(0.58)
OH,2010,4,154.19,(0.58)
OH,2011,1,149.38,(0.63)
OH,2011,2,148.47,(0.64)
OH,2011,3,150.33,(0.60)
OH,2011,4,150.70,(0.59)
OH,2012,1,150.02,(0.60)
OH,2012,2,149.79,(0.61)
OH,2012,3,151.26,(0.60)
OH,2012,4,150.88,(0.60)
OH,2013,1,150.20,(0.62)
OH,2013,2,150.38,(0.64)
OH,2013,3,149.86,(0.67)
OH,2013,4,149.44,(0.71)
OH,2014,1,149.12,(0.76)
OH,2014,2,152.39,(0.73)
OH,2014,3,152.72,(0.73)
OH,2014,4,154.46,(0.77)
OH,2015,1,155.24,(0.78)
OH,2015,2,157.65,(0.77)
OH,2015,3,159.38,(0.80)
OH,2015,4,160.24,(0.84)
OH,2016,1,160.93,(0.84)
OH,2016,2,162.28,(0.81)
OH,2016,3,165.66,(0.80)
OH,2016,4,164.77,(0.82)
OH,2017,1,164.64,(0.94)
OH,2017,2,169.85,(0.90)
OH,2017,3,172.05,(0.92)
OH,2017,4,172.49,(0.93)
OH,2018,1,174.27,(1.01)
OH,2018,2,177.46,(0.98)
OH,2018,3,182.39,(1.04)
OH,2018,4,181.89,(1.11)
OH,2019,1,182.40,(1.22)
OK,1995,1,100.00,(0.00)
OK,1995,2,101.21,(1.13)
OK,1995,3,102.86,(1.09)
OK,1995,4,105.37,(1.12)
OK,1996,1,104.84,(1.03)
OK,1996,2,106.49,(1.09)
OK,1996,3,106.28,(1.11)
OK,1996,4,105.43,(1.14)
OK,1997,1,107.33,(1.19)
OK,1997,2,108.11,(1.10)
OK,1997,3,109.47,(1.11)
OK,1997,4,111.43,(1.15)
OK,1998,1,113.01,(1.09)
OK,1998,2,114.07,(1.09)
OK,1998,3,115.54,(1.11)
OK,1998,4,115.38,(1.08)
OK,1999,1,117.10,(1.13)
OK,1999,2,119.24,(1.16)
OK,1999,3,118.58,(1.17)
OK,1999,4,118.89,(1.24)
OK,2000,1,119.18,(1.21)
OK,2000,2,121.00,(1.17)
OK,2000,3,123.01,(1.17)
OK,2000,4,122.80,(1.18)
OK,2001,1,126.20,(1.20)
OK,2001,2,127.60,(1.16)
OK,2001,3,128.77,(1.19)
OK,2001,4,129.22,(1.16)
OK,2002,1,130.43,(1.19)
OK,2002,2,131.28,(1.21)
OK,2002,3,133.14,(1.21)
OK,2002,4,135.31,(1.21)
OK,2003,1,136.46,(1.23)
OK,2003,2,137.83,(1.23)
OK,2003,3,139.54,(1.24)
OK,2003,4,140.22,(1.31)
OK,2004,1,141.53,(1.33)
OK,2004,2,143.50,(1.34)
OK,2004,3,144.80,(1.37)
OK,2004,4,147.65,(1.41)
OK,2005,1,149.15,(1.44)
OK,2005,2,150.88,(1.43)
OK,2005,3,154.42,(1.45)
OK,2005,4,156.72,(1.50)
OK,2006,1,157.52,(1.52)
OK,2006,2,161.18,(1.52)
OK,2006,3,163.13,(1.53)
OK,2006,4,165.88,(1.58)
OK,2007,1,167.30,(1.59)
OK,2007,2,169.99,(1.58)
OK,2007,3,172.40,(1.60)
OK,2007,4,174.89,(1.64)
OK,2008,1,175.93,(1.65)
OK,2008,2,176.92,(1.66)
OK,2008,3,175.14,(1.67)
OK,2008,4,176.06,(1.72)
OK,2009,1,179.22,(1.66)
OK,2009,2,177.45,(1.64)
OK,2009,3,175.14,(1.69)
OK,2009,4,176.15,(1.74)
OK,2010,1,173.36,(1.75)
OK,2010,2,173.29,(1.75)
OK,2010,3,174.35,(1.69)
OK,2010,4,173.33,(1.66)
OK,2011,1,170.31,(1.72)
OK,2011,2,173.04,(1.76)
OK,2011,3,171.01,(1.66)
OK,2011,4,174.73,(1.71)
OK,2012,1,174.66,(1.75)
OK,2012,2,174.69,(1.74)
OK,2012,3,175.21,(1.70)
OK,2012,4,176.60,(1.73)
OK,2013,1,176.01,(1.74)
OK,2013,2,177.64,(1.77)
OK,2013,3,179.43,(1.80)
OK,2013,4,178.76,(1.90)
OK,2014,1,182.01,(1.97)
OK,2014,2,180.04,(1.87)
OK,2014,3,182.36,(1.90)
OK,2014,4,183.72,(1.98)
OK,2015,1,185.87,(1.98)
OK,2015,2,186.41,(2.00)
OK,2015,3,187.92,(2.04)
OK,2015,4,189.83,(2.14)
OK,2016,1,190.85,(2.13)
OK,2016,2,192.57,(2.12)
OK,2016,3,192.33,(2.06)
OK,2016,4,193.27,(2.15)
OK,2017,1,196.61,(2.33)
OK,2017,2,199.79,(2.33)
OK,2017,3,197.71,(2.20)
OK,2017,4,203.29,(2.38)
OK,2018,1,198.94,(2.48)
OK,2018,2,200.99,(2.38)
OK,2018,3,204.39,(2.49)
OK,2018,4,208.05,(2.59)
OK,2019,1,206.47,(2.75)
OR,1995,1,100.00,(0.00)
OR,1995,2,102.61,(0.88)
OR,1995,3,104.82,(0.85)
OR,1995,4,105.75,(0.86)
OR,1996,1,107.01,(0.84)
OR,1996,2,108.54,(0.85)
OR,1996,3,109.08,(0.88)
OR,1996,4,111.50,(0.92)
OR,1997,1,111.50,(0.93)
OR,1997,2,112.46,(0.92)
OR,1997,3,113.77,(0.92)
OR,1997,4,115.57,(0.91)
OR,1998,1,116.88,(0.86)
OR,1998,2,118.80,(0.88)
OR,1998,3,119.02,(0.89)
OR,1998,4,120.28,(0.87)
OR,1999,1,121.42,(0.90)
OR,1999,2,121.29,(0.92)
OR,1999,3,121.94,(0.96)
OR,1999,4,121.40,(0.99)
OR,2000,1,122.94,(1.00)
OR,2000,2,122.79,(0.95)
OR,2000,3,124.57,(0.95)
OR,2000,4,125.42,(0.97)
OR,2001,1,129.53,(0.95)
OR,2001,2,129.61,(0.93)
OR,2001,3,130.69,(0.94)
OR,2001,4,132.19,(0.93)
OR,2002,1,134.02,(0.96)
OR,2002,2,133.93,(0.97)
OR,2002,3,136.14,(0.97)
OR,2002,4,137.50,(0.96)
OR,2003,1,138.79,(0.98)
OR,2003,2,140.30,(0.98)
OR,2003,3,142.15,(0.99)
OR,2003,4,145.46,(1.06)
OR,2004,1,147.75,(1.09)
OR,2004,2,152.96,(1.11)
OR,2004,3,159.89,(1.20)
OR,2004,4,164.42,(1.23)
OR,2005,1,170.28,(1.30)
OR,2005,2,181.59,(1.35)
OR,2005,3,191.35,(1.41)
OR,2005,4,202.10,(1.50)
OR,2006,1,208.26,(1.58)
OR,2006,2,217.41,(1.62)
OR,2006,3,223.11,(1.66)
OR,2006,4,228.83,(1.72)
OR,2007,1,230.53,(1.71)
OR,2007,2,233.79,(1.72)
OR,2007,3,232.02,(1.71)
OR,2007,4,232.62,(1.72)
OR,2008,1,233.17,(1.70)
OR,2008,2,229.77,(1.70)
OR,2008,3,223.05,(1.69)
OR,2008,4,220.82,(1.72)
OR,2009,1,220.46,(1.59)
OR,2009,2,214.58,(1.57)
OR,2009,3,205.44,(1.57)
OR,2009,4,200.14,(1.52)
OR,2010,1,197.55,(1.56)
OR,2010,2,193.15,(1.53)
OR,2010,3,192.31,(1.47)
OR,2010,4,190.51,(1.44)
OR,2011,1,182.88,(1.46)
OR,2011,2,177.94,(1.46)
OR,2011,3,178.41,(1.43)
OR,2011,4,179.57,(1.40)
OR,2012,1,175.86,(1.37)
OR,2012,2,175.28,(1.40)
OR,2012,3,174.74,(1.38)
OR,2012,4,176.89,(1.38)
OR,2013,1,177.33,(1.40)
OR,2013,2,179.18,(1.43)
OR,2013,3,180.69,(1.50)
OR,2013,4,180.29,(1.59)
OR,2014,1,180.78,(1.65)
OR,2014,2,185.61,(1.65)
OR,2014,3,185.94,(1.60)
OR,2014,4,188.56,(1.66)
OR,2015,1,190.63,(1.68)
OR,2015,2,194.69,(1.68)
OR,2015,3,195.57,(1.73)
OR,2015,4,201.17,(1.85)
OR,2016,1,201.87,(1.84)
OR,2016,2,206.96,(1.84)
OR,2016,3,211.91,(1.87)
OR,2016,4,216.07,(1.87)
OR,2017,1,216.93,(1.98)
OR,2017,2,225.82,(2.06)
OR,2017,3,231.06,(2.07)
OR,2017,4,231.02,(2.06)
OR,2018,1,235.53,(2.19)
OR,2018,2,242.69,(2.27)
OR,2018,3,248.10,(2.33)
OR,2018,4,252.72,(2.50)
OR,2019,1,255.36,(2.68)
PA,1995,1,100.00,(0.00)
PA,1995,2,105.30,(2.07)
PA,1995,3,106.77,(2.01)
PA,1995,4,107.38,(1.94)
PA,1996,1,111.59,(1.97)
PA,1996,2,109.29,(1.94)
PA,1996,3,110.76,(2.05)
PA,1996,4,111.05,(2.07)
PA,1997,1,112.92,(2.24)
PA,1997,2,111.64,(2.00)
PA,1997,3,112.07,(2.00)
PA,1997,4,111.83,(2.00)
PA,1998,1,118.16,(2.02)
PA,1998,2,118.82,(1.98)
PA,1998,3,118.67,(2.01)
PA,1998,4,119.01,(1.94)
PA,1999,1,121.32,(2.02)
PA,1999,2,119.23,(2.01)
PA,1999,3,118.29,(2.02)
PA,1999,4,118.85,(2.05)
PA,2000,1,121.22,(2.09)
PA,2000,2,121.17,(1.98)
PA,2000,3,122.54,(1.99)
PA,2000,4,123.03,(2.01)
PA,2001,1,128.31,(2.06)
PA,2001,2,129.37,(2.04)
PA,2001,3,130.04,(2.06)
PA,2001,4,132.40,(2.07)
PA,2002,1,133.32,(2.09)
PA,2002,2,134.02,(2.10)
PA,2002,3,134.87,(2.12)
PA,2002,4,137.44,(2.14)
PA,2003,1,138.51,(2.16)
PA,2003,2,139.73,(2.17)
PA,2003,3,140.40,(2.18)
PA,2003,4,143.06,(2.27)
PA,2004,1,144.38,(2.30)
PA,2004,2,145.80,(2.31)
PA,2004,3,147.94,(2.37)
PA,2004,4,151.40,(2.43)
PA,2005,1,152.76,(2.48)
PA,2005,2,153.47,(2.46)
PA,2005,3,158.49,(2.52)
PA,2005,4,159.82,(2.58)
PA,2006,1,162.43,(2.64)
PA,2006,2,165.20,(2.65)
PA,2006,3,166.49,(2.65)
PA,2006,4,169.13,(2.70)
PA,2007,1,168.93,(2.70)
PA,2007,2,172.48,(2.73)
PA,2007,3,172.19,(2.72)
PA,2007,4,174.65,(2.77)
PA,2008,1,175.66,(2.77)
PA,2008,2,176.88,(2.80)
PA,2008,3,173.62,(2.78)
PA,2008,4,173.56,(2.79)
PA,2009,1,177.01,(2.77)
PA,2009,2,177.02,(2.77)
PA,2009,3,174.44,(2.79)
PA,2009,4,172.24,(2.75)
PA,2010,1,173.87,(2.81)
PA,2010,2,171.43,(2.77)
PA,2010,3,174.31,(2.78)
PA,2010,4,175.08,(2.77)
PA,2011,1,175.16,(2.82)
PA,2011,2,172.77,(2.82)
PA,2011,3,173.00,(2.80)
PA,2011,4,175.71,(2.81)
PA,2012,1,175.09,(2.82)
PA,2012,2,175.97,(2.84)
PA,2012,3,177.12,(2.85)
PA,2012,4,179.55,(2.88)
PA,2013,1,177.33,(2.84)
PA,2013,2,177.31,(2.86)
PA,2013,3,178.48,(2.92)
PA,2013,4,179.31,(2.99)
PA,2014,1,179.16,(3.03)
PA,2014,2,177.57,(2.98)
PA,2014,3,179.55,(3.01)
PA,2014,4,180.34,(3.05)
PA,2015,1,183.72,(3.10)
PA,2015,2,181.30,(3.10)
PA,2015,3,182.72,(3.13)
PA,2015,4,183.51,(3.15)
PA,2016,1,183.93,(3.25)
PA,2016,2,187.04,(3.29)
PA,2016,3,186.14,(3.17)
PA,2016,4,189.31,(3.21)
PA,2017,1,186.45,(3.32)
PA,2017,2,187.66,(3.29)
PA,2017,3,189.32,(3.35)
PA,2017,4,192.94,(3.36)
PA,2018,1,190.88,(3.49)
PA,2018,2,195.31,(3.62)
PA,2018,3,197.93,(3.65)
PA,2018,4,198.41,(3.82)
PA,2019,1,195.45,(3.91)
SC,1995,1,100.00,(0.00)
SC,1995,2,99.69,(1.30)
SC,1995,3,101.33,(1.27)
SC,1995,4,102.84,(1.32)
SC,1996,1,104.51,(1.23)
SC,1996,2,106.82,(1.29)
SC,1996,3,106.38,(1.37)
SC,1996,4,109.02,(1.44)
SC,1997,1,108.78,(1.39)
