FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
52089,Chicago,Farmers' & Traders' State Bank,Shabbona,IL,60550,Commercial Bank,State,09257,0522043,,,9/19/01,,
52090,San Francisco,Pacific Community Credit Union,Fullerton,CA,92835,Credit Union,State,,,,60847,9/18/01,,
52091,San Francisco,Bank of Marin,Corte Madera,CA,94925,Commercial Bank,State,32779,1436204,,,9/19/01,,
52094,Pittsburgh,Main Street Bank Corporation,Wheeling,WV,26003,Commercial Bank,State,57162,3034695,,,9/17/01,,
52095,Pittsburgh,Quaint Oak Bank,Southampton,PA,18966,Savings Bank,State,35497,0815277,,,9/17/01,,
52096,Indianapolis,First Internet Bank of Indiana,Indianapolis,IN,46250,Commercial Bank,State,34607,2758613,,,9/21/01,,
52097,Dallas,West Texas National Bank,Alpine,TX,79831,Commercial Bank,National,22957,0237066,,,9/17/01,,
52098,Dallas,First Commercial Bank,Jackson,MS,39211,Commercial Bank,State,57069,2948058,,,9/18/01,,
52099,Topeka,The Peoples National Bank of Checotah,Checotah,OK,74426,Commercial Bank,National,04059,0942454,,,9/24/01,,
52100,Des Moines,"Anchor Bank , National Association",Saint Paul,MN,55104,Commercial Bank,National,08868,0900454,,,9/25/01,,
52101,Cincinnati,"Sharefax Credit Union, Inc.",Batavia,OH,43103,Credit Union,State,,,,61090,9/26/01,,
52102,Indianapolis,Bank of Evansville,Evansville,IN,47715,Commercial Bank,State,57122,2975269,,,9/26/01,,
52103,Seattle,First Security Bank of Deer Lodge,Deer Lodge,MT,59722,Commercial Bank,State,20657,0670654,,,9/27/01,,
52104,Seattle,Bankcda,Coeur D'alene,ID,83814,Commercial Bank,State,57074,3010363,,,9/27/01,,
52105,Atlanta,Sound Banking Company,Morehead City,NC,28557,Commercial Bank,State,57095,3047659,,,9/4/01,,
52107,Topeka,Swedish-American State Bank,Courtland,KS,66939,Commercial Bank,State,12865,0973252,,,10/1/01,,
52108,Topeka,First National Bank of Kansas,Overland Park,KS,66211,Commercial Bank,National,33789,2033123,,,10/4/01,,
52109,Topeka,Golden Plains Credit Union,Garden City,KS,67846,Credit Union,State,,,,62542,10/4/01,,
52110,Chicago,Andalusia Community Bank,Andalusia,IL,61232,Commercial Bank,State,22959,0589439,,,10/5/01,,
52111,Des Moines,Cedar Rapids Bank and Trust Company,Cedar Rapids,IA,52401,Commercial Bank,State,57244,3029589,,,10/5/01,,
52112,Seattle,Peninsula Community Federal Credit Union,Shelton,WA,98584,Credit Union,Federal,,,,00665,10/9/01,,
52113,Atlanta,"Virginia Credit Union, Inc.",Richmond,VA,23225,Credit Union,State,,,,66836,10/11/01,,
52115,Dallas,High Desert State Bank,Albuquerque,NM,87122,Commercial Bank,State,35279,2799803,,,10/11/01,,
52116,Topeka,The First National Bank of Southern Kansas,Mount Hope,KS,67108,Commercial Bank,National,04734,0329756,,,10/11/01,,
52117,San Francisco,"Santa Lucia Bank, N.A.",Atascadero,CA,93423,Commercial Bank,State,26418,0982263,,,10/11/01,,
52118,Chicago,Pan American Bank,Chicago,IL,60608,Commercial Bank,State,34108,2343167,,,10/12/01,,
52119,Boston,Sharon Credit Union,Sharon,MA,02067,Credit Union,State,,,,67836,10/15/01,,
52120,Cincinnati,The Ottoville Bank Company,Ottoville,OH,45876,Commercial Bank,State,08403,0443625,,,10/16/01,,
52122,Chicago,Farmers State Bank,Elmwood,IL,61529,Commercial Bank,State,12107,0921936,,,10/18/01,,
52123,San Francisco,Evertrust Bank,City Of Industry,CA,91748,Commercial Bank,State,34010,2297998,,,10/22/01,,
52125,Chicago,The State Bank of Blue Mound,Blue Mound,IL,62513,Commercial Bank,State,05718,0306739,,,10/23/01,,
52129,Dallas,Bank of Maringuoin,Maringuoin,LA,70757,Commercial Bank,State,08145,0993335,,,10/24/01,,
52130,Chicago,Citizens Community Federal,Eau Claire,WI,54701,Savings Bank,Federal,57265,,17873,,10/29/01,,
52131,Chicago,First National Bank of Chillicothe,Chillicothe,IL,61523,Commercial Bank,National,03635,0150334,,,10/29/01,,
52135,Chicago,Edens Bank,Wilmette,IL,60091,Commercial Bank,State,20435,0281144,,,10/31/01,,
52136,Topeka,AVB Bank,Broken Arrow,OK,74012,Commercial Bank,State,02326,0262059,,,10/31/01,,
52140,Atlanta,Grayson National Bank,Independence,VA,24348,Commercial Bank,National,06861,0090328,,,10/31/01,,
52143,Pittsburgh,"BCBank, Inc.",Philippi,WV,26416,Commercial Bank,State,20215,0829032,,,11/5/01,,
52144,San Francisco,Desert Hills Bank,Phoenix,AZ,85016,Commercial Bank,State,57060,2960434,,,11/5/01,,
52145,Chicago,I.H. Mississippi Valley Credit Union,Rock Island,IL,61201,Credit Union,State,,,,60337,11/1/01,,
52146,Boston,Patrons Mutual Insurance Company of Connecticut,Glastonbury,CT,06033,Insurance Company,None,,,,,11/6/01,,
52147,San Francisco,Bank of Nevada,Las Vegas,NV,89102,Commercial Bank,State,33897,2197098,,,11/6/01,,
52148,Cincinnati,Monitor Bank,Big Prairie,OH,44611,Commercial Bank,State,16921,1009813,,,11/7/01,,
52150,Indianapolis,West Michigan Bank & Trust Company,Frankfort,MI,49635,Commercial Bank,State,24471,0023045,,,11/14/01,,
52151,San Francisco,Pacific Mercantile Bank,Costa Mesa,CA,92626,Commercial Bank,State,34940,2717012,,,11/14/01,,
52152,Pittsburgh,West Union Bank,West Union,WV,26456,Commercial Bank,State,02452,0022730,,,11/14/01,,
52153,Chicago,American Community Bank & Trust,Woodstock,IL,60098,Commercial Bank,State,35412,2869162,,,11/19/01,,
52154,Des Moines,First Commercial Bank,Bloomington,MN,55437,Commercial Bank,State,35246,2802945,,,11/19/01,,
52155,Des Moines,First Farmers & Merchants National Bank,Fairmont,MN,56031,Commercial Bank,National,33131,1470150,,,11/19/01,,
52156,Des Moines,First Farmers & Merchants National Bank,Luverne,MN,56156,Commercial Bank,National,05186,0917854,,,11/19/01,,
52157,Des Moines,Iowa Community Credit Union,Cedar Falls,IA,50613,Credit Union,State,,,,64019,11/19/01,,
52158,Des Moines,Safety National Casualty Corporation,St. Louis,MO,63146,Insurance Company,None,,,,,11/19/01,,
52159,Des Moines,The Pioneer National Bank of Duluth,Duluth,MN,55807,Commercial Bank,National,05130,0378558,,,11/19/01,,
52160,Dallas,Bank of Delight,Delight,AR,71940,Commercial Bank,State,00099,0455945,,,11/19/01,,
52161,San Francisco,1st Pacific Bank of California,San Diego,CA,92122,Commercial Bank,State,35517,2912367,,,11/19/01,,
52162,Dallas,United Bank of El Paso Del Norte,El Paso,TX,79912,Commercial Bank,State,57119,2942823,,,11/21/01,,
52163,Topeka,Cornerstone Bank,Overland Park,KS,66213,Commercial Bank,State,57250,3027763,,,11/21/01,,
52164,Atlanta,Bank of Bonifay,Bonifay,FL,32425,Commercial Bank,State,14246,0337733,,,11/27/01,,
52165,Atlanta,First Intercontinental Bank,Doraville,GA,30340,Commercial Bank,State,34998,2877840,,,11/27/01,,
52166,Atlanta,Georgia Banking Company,Atlanta,GA,30080,Commercial Bank,State,57071,3016347,,,11/27/01,,
52168,Seattle,Southern Utah Federal Credit Union,St. George,UT,84770,Credit Union,Federal,,,,02288,11/27/01,,
52169,Boston,New England Bank,Enfield,CT,06082,Commercial Bank,State,35378,2858205,,,11/28/01,,
52170,Indianapolis,Northstar Bank,Bad Axe,MI,48413,Commercial Bank,State,57097,2958972,,,11/28/01,,
52171,Topeka,The First National Bank of Bancroft,Bancroft,NE,68004,Commercial Bank,National,05380,0983055,,,11/28/01,,
52172,Topeka,The Kansas State Bank,Ottawa,KS,66067,Commercial Bank,State,10505,0287959,,,11/28/01,,
52173,New York,Alternatives Federal Credit Union,Ithaca,NY,14850,Credit Union,Federal,,,,23283,11/29/01,,
52176,Des Moines,First Farmers & Merchants State Bank,Brownsdale,MN,55918,Commercial Bank,State,01600,0276654,,,11/29/01,,
52177,Cincinnati,East Kentucky Employees Federal Credit Union,Winchester,KY,40392,Credit Union,Federal,,,,15943,11/30/01,,
52178,Topeka,Corn Growers State Bank,Murdock,NE,68407,Commercial Bank,State,16868,0177555,,,11/30/01,,
52181,Pittsburgh,Citizens Bank of Pennsylvania,Philadelphia,PA,19103,Savings Bank,State,57282,3041974,,,12/1/01,,
52182,Atlanta,Virginia National Bank,Charlottesville,VA,22902,Commercial Bank,National,34755,2708122,,,12/3/01,,
52184,Chicago,Nicolet National Bank,Green Bay,WI,54301,Commercial Bank,National,57038,2941068,,,12/5/01,,
52185,San Francisco,Arrowhead Central Credit Union,San Bernardino,CA,92408,Credit Union,State,,,,60700,12/5/01,,
52186,San Francisco,Honda Federal Credit Union,Torrance,CA,90501,Credit Union,Federal,,,,17623,12/5/01,,
52187,Seattle,America West Bank,Layton,UT,84041,Commercial Bank,State,35461,2913346,,,12/7/01,,
52188,Dallas,Park Cities Bank,Dallas,TX,75206,Commercial Bank,State,57057,2955458,,,12/11/01,,
52189,Dallas,"Community Bank, North Mississippi",Amory,MS,38821,Commercial Bank,State,11438,0653349,,,12/11/01,,
52190,Dallas,American Bank of Texas,Sherman,TX,75090,Commercial Bank,State,20473,0627658,,,12/4/01,,
52192,Topeka,Dewitt State Bank,Dewitt,NE,68341,Commercial Bank,State,08339,0422358,,,12/14/01,,
52193,Topeka,First Kansas Bank,Hoisington,KS,67544,Commercial Bank,State,18474,1492817,,,12/14/01,,
52194,Topeka,The Shattuck National Bank,Shattuck,OK,73858,Commercial Bank,National,04196,0394156,,,12/14/01,,
52195,Boston,Connex Credit Union,North Haven,CT,06473,Credit Union,State,,,,68511,12/17/01,,
52196,Des Moines,Farmers State Bank,Stickney,SD,57375,Commercial Bank,State,17821,0199052,,,12/17/01,,
52197,Des Moines,Great Plains National Bank,Belfield,ND,58622,Commercial Bank,National,03898,0907958,,,12/17/01,,
52198,Des Moines,Neighborhood National Bank,Alexandria,MN,56308,Commercial Bank,National,57210,3037874,,,12/17/01,,
52200,Seattle,"America's Credit Union, a FCU",Fort Lewis,WA,98433,Credit Union,Federal,,,,09373,12/19/01,,
52201,Seattle,Pacific Crest Federal Credit Union,Klamath Falls,OR,97601,Credit Union,Federal,,,,00960,12/19/01,,
52202,Seattle,O Bee Credit Union,Tumwater,WA,98501,Credit Union,State,,,,60059,12/19/01,,
52204,Atlanta,Bank of Hampton Roads,Chesapeake,VA,23320,Commercial Bank,State,27125,1161029,,,12/18/01,,
52207,Cincinnati,Emery Federal Credit Union,Cincinnati,OH,45249,Credit Union,Federal,,,,03360,12/20/01,,
52208,Dallas,Friona State Bank,Friona,TX,79035,Commercial Bank,National,11908,0248950,,,12/19/01,,
52209,Dallas,United Funeral Directors Benefit Life Insurance Co.,Richardson,TX,75081,Insurance Company,None,,,,,12/20/01,,
52210,Indianapolis,United Bank & Trust - Washtenaw,Ann Arbor,MI,48104,Commercial Bank,State,57133,2978297,,,12/21/01,,
52211,Topeka,Citizens State Bank,Grainfield,KS,67737,Commercial Bank,State,18077,0668352,,,12/24/01,,
52213,San Francisco,"Bank of Arizona, NA ",Phoenix,AZ,85018,Commercial Bank,State,34002,2292368,,,12/27/01,,
52215,San Francisco,Nevada Security Bank,Reno,NV,89511,Commercial Bank,State,57110,3077629,,,12/27/01,,
52216,Chicago,"Northern Trust Bank, FSB",Bloomfield Hills,MI,48304,Savings Bank,Federal,34835,,15128,,9/27/01,,
52218,San Francisco,Telesis Community Credit Union,Chatsworth,CA,91311,Credit Union,State,,,,68396,1/7/02,,
52219,Des Moines,First Farmers & Merchants State Bank,Grand Meadow,MN,55936,Commercial Bank,State,15621,0077150,,,1/4/02,,
52221,Atlanta,S. C. State Credit Union,Columbia,SC,29201,Credit Union,Federal,,,,24824,1/10/02,,
52222,Cincinnati,Landmark Community Bank,Memphis,TN,38116,Commercial Bank,State,34982,2758024,,,1/11/02,,
52224,Pittsburgh,Fairmont Federal Credit Union,Fairmont,WV,26554,Credit Union,Federal,,,,03439,1/8/02,,
52225,Dallas,Citizens Bank,Claude,TX,79019,Commercial Bank,State,03140,0885252,,,1/11/02,,
52226,Dallas,Waggoner National Bank of Vernon,Vernon,TX,76384,Commercial Bank,National,05569,0548267,,,1/11/02,,
52227,Cincinnati,"The Bank of Henderson, Inc.",Henderson,KY,42420,Commercial Bank,State,35380,2881593,,,1/15/02,,
52228,Topeka,Home Bank & Trust Company of Eureka,Eureka,KS,67045,Commercial Bank,State,04664,0840251,,,1/16/02,,
52229,Topeka,Southwest National Bank ,Wichita,KS,67202,Commercial Bank,National,04801,0499855,,,1/16/02,,
52230,Cincinnati,"American Founders Bank, Inc.",Lexington,KY,40507,Commercial Bank,State,57113,3025134,,,1/18/02,,
52231,Indianapolis,Home National Bank of Thorntown,Thorntown,IN,46071,Commercial Bank,National,14225,0696645,,,1/18/02,,
52232,Topeka,Bank of the Prairie,Olathe,KS,66062,Commercial Bank,State,04626,1007659,,,1/22/02,,
52234,Topeka,Mile High Banks,Longmont,CO,80501,Commercial Bank,State,03036,0515353,,,1/22/02,,
52237,Atlanta,United Legacy Bank,Winter Park,FL,32792,Commercial Bank,State,57164,3048861,,,1/22/02,,
52238,Chicago,Ipava State Bank,Ipava,IL,61441,Commercial Bank,State,10473,0760434,,,1/22/02,,
52239,Chicago,Premier Bank,Wilmette,IL,60091,Commercial Bank,State,35419,2869199,,,1/22/02,,
52240,Chicago,Citizens Bank of Chatsworth,Chatsworth,IL,60921,Commercial Bank,State,10843,0441135,,,1/23/02,,
52242,San Francisco,Credit Union West,Phoenix,AZ,85069,Credit Union,State,,,,68421,1/25/02,,
52243,Atlanta,State Bank of Cochran,Cochran,GA,31014,Commercial Bank,State,00872,0333034,,,1/29/02,,
52244,Cincinnati,Citizens National Bank of Southwestern Ohio,Dayton,OH,45459,Commercial Bank,National,35302,2837077,,,1/30/02,,
52245,Chicago,Chicago Community Bank,Chicago,IL,60609,Commercial Bank,State,14267,0287539,,,1/30/02,,
52246,Des Moines,First National Bank in Mahnomen,Mahnomen,MN,56557,Commercial Bank,National,05190,0093758,,,1/30/02,,
52247,Des Moines,North American Banking Company,Roseville,MN,55113,Commercial Bank,State,34836,2631846,,,1/30/02,,
52249,Chicago,Investorsbank,Waukesha,WI,53188,Commercial Bank,State,34347,2517182,,,2/5/02,,
52250,Atlanta,Douglas National Bank,Douglas,GA,31533,Commercial Bank,National,57230,3049635,,,2/6/02,,
52251,Atlanta,Hillsboro Bank,Plant City,FL,33566,Commercial Bank,State,34747,2710554,,,2/11/02,,
52252,Des Moines,TruStar Federal Credit Union,International Falls,MN,56649,Credit Union,Federal,,,,24626,2/8/02,,
52253,Des Moines,Community Pride Bank,Isanti,MN,55040,Commercial Bank,State,35524,2900092,,,2/8/02,,
52254,Topeka,Commercial Bank,Parsons,KS,67357,Commercial Bank,State,11777,0296559,,,2/11/02,,
52256,Topeka,First Pioneer National Bank,Wray,CO,80758,Commercial Bank,National,03063,0357553,,,2/11/02,,
52257,Topeka,Riley State Bank of Riley,Riley,KS,66531,Commercial Bank,State,16120,0532752,,,2/11/02,,
52258,Topeka,Town & Country Bank,Leawood,KS,66224,Commercial Bank,State,57303,3045299,,,2/11/02,,
52259,Indianapolis,Solidarity Community Federal Credit Union,Kokomo,IN,46904,Credit Union,Federal,,,,09923,2/12/02,,
52260,Chicago,First National Bank of Barry,Barry,IL,62312,Commercial Bank,National,03762,0857941,,,2/12/02,,
52261,San Francisco,Arizona Federal Credit Union,Phoenix,AZ,85008,Credit Union,Federal,,,,01747,2/15/02,,
52263,San Francisco,Mission Bank,Bakersfield,CA,93301,Commercial Bank,State,34805,2736714,,,2/15/02,,
52265,Chicago,First National Bank of Mchenry,Mchenry,IL,60051,Commercial Bank,National,20081,0231336,,,2/21/02,,
52266,Chicago,Bank of Kenosha,Kenosha,WI,53144,Commercial Bank,State,35386,2886187,,,2/25/02,,
52267,Atlanta,"Harrington Bank, FSB",Chapel Hill,NC,27514,Savings Bank,Federal,57262,,17910,,2/21/02,,
52270,Dallas,Citizens Bank,Byhalia,MS,38611,Commercial Bank,State,11432,0209447,,,2/22/02,,
52271,Dallas,First National Bank of Lawrence County,Walnut Ridge,AR,72476,Commercial Bank,National,03896,0799948,,,2/25/02,,
52272,Dallas,Fort Davis State Bank,Fort Davis,TX,79734,Commercial Bank,State,17446,0455459,,,2/25/02,,
52273,Cincinnati,Kemba Financial Credit Union,Gahanna,OH,43230,Credit Union,State,,,,61623,2/26/02,,
52277,Dallas,First National Bank of Jasper,Jasper,TX,75951,Commercial Bank,National,18150,0975555,,,3/7/02,,
52278,Topeka,First Nebraska Educators & Employee Groups C.U.,Omaha,NE,68134,Credit Union,State,,,,65398,3/11/02,,
52279,Topeka,Okemah National Bank,Okemah,OK,74859,Commercial Bank,National,04163,0311452,,,3/11/02,,
52280,Pittsburgh,TruMark Financial Credit Union,Trevose,PA,19053,Credit Union,State,,,,66158,3/8/02,,
52281,Boston,Rhode Island State Employees Credit Union,Providence,RI,02903,Credit Union,State,,,,67269,3/13/02,,
52282,Atlanta,Bank of Soperton,Soperton,GA,30457,Commercial Bank,State,00889,0260831,,,3/14/02,,
52283,San Francisco,Circle Bank,Novato,CA,94945,Commercial Bank,State,32743,1436473,,,3/15/02,,
52284,Topeka,Farmers Bank,Ault,CO,80610,Commercial Bank,State,57335,3020447,,,3/19/02,,
52286,Atlanta,Florida Credit Union,Gainesville,FL,32606,Credit Union,State,,,,60497,3/18/02,,
52287,Chicago,Country Bank,Aledo,IL,61231,Commercial Bank,State,35395,2869180,,,3/20/02,,
52288,San Francisco,Bank of Sacramento,Sacramento,CA,95825,Commercial Bank,State,34713,2714217,,,3/21/02,,
52289,San Francisco,Credit Union of Southern California,Whittier,CA,90602,Credit Union,State,,,,68456,3/21/02,,
52290,San Francisco,Mission Oaks National Bank,Temecula,CA,92590,Commercial Bank,National,57021,2961703,,,3/21/02,,
52291,San Francisco,Summit Bank,Oakland,CA,94611,Commercial Bank,State,23864,0351560,,,3/21/02,,
52293,New York,Alpine Capital Bank,New York,NY,10019,Commercial Bank,State,35377,2889227,,,3/14/02,,
52294,New York,CFCU Community Credit Union,Ithaca,NY,14850,Credit Union,State,,,,68322,3/21/02,,
52295,Boston,Union Federal Savings Bank,North Providence,RI,02904,Savings Bank,Federal,57189,,17338,,3/21/02,,
52297,San Francisco,Altura Credit Union,Riverside,CA,92506,Credit Union,State,,,,62799,3/22/02,,
52298,Dallas,First State Bank of Warren,Warren,AR,71671,Commercial Bank,State,00094,0843542,,,3/26/02,,
52299,Atlanta,Century Bank of Georgia,Cartersville,GA,30120,Commercial Bank,State,35236,2921211,,,3/20/02,,
52300,Atlanta,Pentagon Federal Credit Union,Alexandria,VA,22314,Credit Union,Federal,,,,00227,3/20/02,,
52301,Atlanta,"River Community Bank, NA",Martinsville,VA,24112,Commercial Bank,National,35274,2856685,,,3/20/02,,
52303,Topeka,United Western Bank,Denver,CO,80202,Savings and Loan,Federal,31293,,06679,,3/22/02,,
52304,Des Moines,Midland National Life Insurance Company,West Des Moines,IA,50266,Insurance Company,None,,,,,4/1/02,,
52305,Topeka,Kearney Federal Credit Union,Kearney,NE,68848,Credit Union,Federal,,,,17999,4/1/02,,
52306,Topeka,"Shamrock Bank, National Association",Coalgate,OK,74538,Commercial Bank,National,04236,0300353,,,4/1/02,,
52307,Topeka,Payne County Bank,Perkins,OK,74059,Commercial Bank,State,12485,0455150,,,4/4/02,,
52309,Indianapolis,Bestsource Credit Union,Waterford,MI,48328,Credit Union,State,,,,60150,4/5/02,,
52310,Indianapolis,Chemical Bank,Midland,MI,48640,Commercial Bank,State,01003,0542649,,,4/5/02,,
52314,Atlanta,First Carolina State Bank,Rocky Mount,NC,27804,Commercial Bank,State,35530,2963266,,,4/3/02,,
52315,Chicago,Blackhawk Credit Union,Janesville,WI,53547,Credit Union,State,,,,66998,4/9/02,,
52316,Dallas,Peoples State Bank,Shepherd,TX,77371,Commercial Bank,State,10345,0586960,,,4/9/02,,
52317,Cincinnati,The Bankers Guarantee Title & Trust Company,Fairlawn,OH,44333,Insurance Company,None,,,,,4/10/02,,
52318,Topeka,Omaha U.P. Federal Credit Union,Omaha,NE,68106,Credit Union,Federal,,,,04098,4/15/02,,
52319,Topeka,SAC Federal Credit Union,Omaha,NE,68123,Credit Union,Federal,,,,05400,4/15/02,,
52320,Des Moines,First State Bank of Sharon,Sharon,ND,58277,Commercial Bank,State,15776,0887555,,,4/16/02,,
52321,Dallas,Citizens Bank of Clovis,Clovis,NM,88101,Commercial Bank,State,11491,0710859,,,4/16/02,,
52323,Indianapolis,Indiana Community Bank,Goshen,IN,46527,Commercial Bank,State,57037,2929075,,,4/18/02,,
52324,Indianapolis,Educational Community Credit Union,Kalamazoo,MI,49009,Credit Union,State,,,,61708,4/19/02,,
52325,Indianapolis,Elkhart Community Bank,Elkhart,IN,46516,Commercial Bank,State,35270,2808808,,,4/19/02,,
52326,Des Moines,St. Martin National Bank,St. Martin,MN,56376,Commercial Bank,National,18937,0856159,,,4/8/02,,
52327,Des Moines,Stifel Bank & Trust,St. Louis,MO,63141,Commercial Bank,State,57311,3076248,,,4/17/02,,
52329,Atlanta,North Georgia Bank,Watkinsville,GA,30677,Commercial Bank,State,35242,2905604,,,4/16/02,,
52330,Dallas,Progressive National Bank of Desoto Parish,Mansfield,LA,71052,Commercial Bank,National,24443,0675855,,,4/22/02,,
52332,Boston,Maine Highlands Federal Credit Union,Dexter,ME,04930,Credit Union,Federal,,,,17398,4/23/02,,
52333,Boston,Freedom National Bank,Greenville,RI,02828,Commercial Bank,National,57254,3051432,,,4/23/02,,
52334,Topeka,Community First National Bank,Manhattan,KS,66502,Commercial Bank,National,35585,2907019,,,4/25/02,,
52335,Topeka,Millennium Bank,Edwards,CO,81632,Commercial Bank,State,57175,2981822,,,4/25/02,,
52336,Topeka,Summit Bank,Tulsa,OK,74135,Commercial Bank,State,57289,3043651,,,4/25/02,,
52337,San Francisco,"Santa Clara Valley Bank, N.A.",Santa Paula,CA,93060,Commercial Bank,National,34806,2750448,,,4/24/02,,
52338,Chicago,Peotone Bank & Trust Company,Peotone,IL,60468,Commercial Bank,State,10888,0744144,,,4/19/02,,
52340,Atlanta,Florida Gulf Bank,Fort Myers,FL,33919,Commercial Bank,State,57085,2986304,,,4/29/02,,
52342,Chicago,MTL Insurance Company,Oak Brook,IL,60522,Insurance Company,None,,,,,10/1/02,,
52343,San Francisco,California Coast Credit Union,San Diego,CA,92150,Credit Union,State,,,,66584,4/29/02,,
52346,Des Moines,Hiway Federal Credit Union,St. Paul,MN,55103,Credit Union,Federal,,,,24360,5/1/02,,
52347,Dallas,Muleshoe State Bank,Muleshoe,TX,79347,Commercial Bank,State,11939,0945969,,,5/6/02,,
52348,Dallas,Star Bank of Texas,Lake Worth,TX,76135,Commercial Bank,State,34591,2657855,,,5/7/02,,
52350,Topeka,Security State Bank of Wewoka,Wewoka,OK,74884,Commercial Bank,State,08980,0052951,,,5/7/02,,
52351,Pittsburgh,First National Bank & Trust Company of Newtown,Newtown,PA,18940,Commercial Bank,National,07658,1007417,,,5/3/02,,
52352,Cincinnati,Community One Credit Union of Ohio,North Canton,OH,44720,Credit Union,State,,,,62628,5/15/02,,
52354,San Francisco,Bank of Alameda,Alameda,CA,94501,Commercial Bank,State,34577,2679839,,,5/10/02,,
52356,Boston,Nutmeg State Federal Credit Union,Rocky Hill,CT,06067,Credit Union,Federal,,,,00855,5/14/02,,
52357,Atlanta,Atlantic Southern Bank,Macon,GA,31210,Commercial Bank,State,57213,3075278,,,5/9/02,,
52361,Chicago,Flanagan State Bank,Flanagan,IL,61740,Commercial Bank,State,11734,0979133,,,5/10/02,,
52362,Dallas,First National Bank of Mcgehee,Mcgehee,AR,71654,Commercial Bank,National,21379,0078241,,,5/9/02,,
52363,Des Moines,The Business Bank of St. Louis,Clayton,MO,63105,Commercial Bank,State,57358,3076220,,,5/16/02,,
52364,Atlanta,First National Bank of Central Florida,Winter Park,FL,32789,Commercial Bank,National,26297,0605133,,,5/16/02,,
52365,San Francisco,Premier Valley Bank,Fresno,CA,93720,Commercial Bank,State,57098,3028902,,,5/16/02,,
52366,Dallas,"Independence Bank, National Association",Houston,TX,77040,Commercial Bank,National,57285,3112070,,,5/22/02,,
52370,Indianapolis,Consumers Credit Union,Kalamazoo,MI,49003,Credit Union,State,,,,62172,5/21/02,,
52371,Dallas,City Bank New Mexico,Ruidoso,NM,88345,Commercial Bank,State,57302,3058619,,,5/21/02,,
52372,Boston,Bankers' Bank Northeast,Glastonbury,CT,06033,Commercial Bank,State,34858,2722173,,,5/22/02,,
52373,Pittsburgh,The Bancorp Bank,Wilmington,DE,19809,Commercial Bank,State,35444,2858960,,,5/20/02,,
52374,Pittsburgh,Embassy Bank For The Lehigh Valley,Bethlehem,PA,18017,Commercial Bank,State,57228,3068579,,,5/20/02,,
52375,Dallas,Sunrise Bank of Albuquerque,Albuquerque,NM,87102,Commercial Bank,State,35428,2855884,,,5/21/02,,
52376,New York,Paragon Federal Credit Union,Township Of Washington,NJ,07675,Credit Union,Federal,,,,01394,5/28/02,,
52377,Topeka,Fort Still National Bank,Fort Still,OK,73503,Commercial Bank,National,16416,0125154,,,5/29/02,,
52378,Topeka,Yampa Valley Bank,Steamboat Springs,CO,80477,Commercial Bank,State,35407,2806635,,,5/30/02,,
52379,Atlanta,Bay National Bank,Lutherville,MD,21093,Commercial Bank,National,35462,2887661,,,5/23/02,,
52380,Atlanta,CB&T Bank of East Alabama,Phenix City,AL,36867,Commercial Bank,State,09055,0087533,,,5/23/02,,
52381,Atlanta,Citizens Bank of Swainsboro,Swainsboro,GA,30401,Commercial Bank,State,11295,0268136,,,5/23/02,,
52382,Atlanta,Frederick County Bank,Frederick,MD,21701,Commercial Bank,State,57255,3058329,,,5/23/02,,
52386,Seattle,1st Bank,Sidney,MT,59270,Commercial Bank,State,22039,0564856,,,6/3/02,,
52387,Seattle,Lake County Bank,St. Ignatius,MT,59865,Commercial Bank,State,16256,0687250,,,6/3/02,,
52388,Dallas,Louisiana Corporate Credit Union,Metairie,LA,70002,Credit Union,State,,,,67259,6/3/02,,
52389,Dallas,Security Service Federal Credit Union,San Antonio,TX,78256,Credit Union,Federal,,,,11065,6/3/02,,
52390,New York,Two River Community Bank,Middletown,NJ,07748,Commercial Bank,State,35426,2888789,,,6/5/02,,
52392,Topeka,Central States Health & Life Company of Omaha,Omaha,NE,68114,Insurance Company,None,,,,,6/5/02,,
52393,Boston,Penobscot Federal Credit Union,Old Town,ME,04468,Credit Union,Federal,,,,18507,6/6/02,,
52394,San Francisco,Pacific Capital Bank. N.A.,Santa Barbara,CA,93101,Commercial Bank,National,18169,0785062,,,6/6/02,,
52395,Topeka,"New Century Bank, National Association",Belleville,KS,66935,Commercial Bank,National,08108,0392152,,,6/7/02,,
52397,Atlanta,Peoples Bank of Graceville,Graceville,FL,32440,Commercial Bank,State,21692,0717232,,,6/10/02,,
52399,Indianapolis,Michigan Schools and Government Credit Union,Clinton Township,MI,48038,Credit Union,State,,,,62049,6/12/02,,
52400,Boston,Franklin-somerset Federal Credit Union,Farmington,ME,04938,Credit Union,Federal,,,,15159,6/12/02,,
52403,Dallas,"Synergy Bank, S.S.B.",McKinney,TX,75070,Savings Bank,State,34669,2678449,,,6/11/02,,
52404,Atlanta,Bay Gulf Credit Union,Tampa,FL,33614,Credit Union,State,,,,67343,6/12/02,,
52405,Topeka,First National Bank in Pawhuska,Pawhuska,OK,74056,Commercial Bank,National,04174,0515250,,,6/13/02,,
52407,Pittsburgh,First Cornerstone Bank,King Of Prussia,PA,19406,Commercial Bank,State,35312,2897754,,,6/14/02,,
